"name","RAM"
"Samsung Galaxy M90","6RAM"
"My Phone K1006",
"Samsung Galaxy Note 5 Duos","4RAM"
"HEEMAX M9",
"I-Smart IS-203 Plus",
"Oppo F3 Deepika Edition","4RAM"
"SSKY S1000 Passport",
"Xolo Xolo Play 8X-1000","2RAM"
"Itel it5070",
"Lemon Blaze Plus 502","2RAM"
"Karbonn Aura 1","2RAM"
"Jivi N201 Selfie",
"Jivi Prime P444","1RAM"
"Lemon Lemo 198",
"Panasonic Eluga I2 Activ","1RAM"
"Forme Mini 1",
"Zen M72 Slim",
"Jivi X111",
"Intex Boss",
"Lava Z10","2RAM"
"Lava Z25","4RAM"
"Honor 8 Pro","6RAM"
"Intex Aqua Trend Lite","1RAM"
"Panasonic Eluga Pulse","2RAM"
"Zopo Flash X Plus","3RAM"
"Intex Aqua Lions 4G","1RAM"
"HTC U Ultra","4RAM"
"Zopo Color F2","2RAM"
"Samsung Galaxy C9 Pro","6RAM"
"Zen X28",
"Intex Ultra G3",
"LYF Earth 2","3RAM"
"LG Stylus 2 Plus","3RAM"
"Motorola Moto G4 Plus","2RAM"
"Coolpad Max A-8","4RAM"
"Lava Pixel V2 3GB RAM","3RAM"
"Celkon C345",
"Vivo V3","3RAM"
"Samsung Galaxy S7","4RAM"
"Karbonn Titanium S205","2RAM"
"Lava KKT Connect Plus",
"Intex Aqua Life III","1RAM"
"Vivo V1 Max","2RAM"
"Haier E619","2RAM"
"Lenovo Vibe Shot","3RAM"
"Panasonic T41","2RAM"
"BlackZone Genius",
"Zen Atom 103 Plus","2RAM"
"Coolpad Cool 1 (4GB/64GB)","4RAM"
"iVOOMi Me4","1RAM"
"Nokia 5","2RAM"
"Intex Glory",
"Asus Zenfone Go 4.5 LTE (ZB450KL)","1RAM"
"Swipe Elite Max","4RAM"
"Lava Grand 2",
"Lava KKT Trio Plus",
"Zen Cinemax 3","2RAM"
"HTC 10 Lifestyle","3RAM"
"Alcatel Idol 4","3RAM"
"Samsung Galaxy A7","2RAM"
"SSKY K7 Style",
"Xiaomi Mi Mix 2 128GB","6RAM"
"Oppo A83","3RAM"
"Reach Allure Secure","1RAM"
"Panasonic Eluga I3 Mega","3RAM"
"Zopo Color C2","1RAM"
"Asus Zenfone Go 5.0 (ZB500KL)","2RAM"
"LYF Water 7S","3RAM"
"Coolpad Cool 1","4RAM"
"Samsung Galaxy A9 Pro","4RAM"
"Oppo A83 Pro","4RAM"
"Intex Lions G1",
"Itel it5231",
"Motorola Moto G Turbo Virat Kohli Edition","2RAM"
"VOTO V2i","2RAM"
"Samsung Galaxy A5 (2017)","3RAM"
"Micromax Canvas XP 4G","3RAM"
"Videocon Z55 Delite","1RAM"
"Micromax Canvas Sliver 5 Q450","2RAM"
"Nokia 6 64GB","4RAM"
"Asus Zenfone Go 5.5 (32GB) (ZB551KL)","2RAM"
"Honor 8","4RAM"
"Oppo A37","2RAM"
"Billion Capture Plus 32GB","3RAM"
"iVOOMi Me3","2RAM"
"Sony Xperia XA Ultra Dual","3RAM"
"VOTO V2","2RAM"
"Mobiistar CQ","2RAM"
"iVOOMi Me5","2RAM"
"ZTE Blade A2 Plus","4RAM"
"Samsung Galaxy C7 Pro","4RAM"
"Billion Capture Plus","4RAM"
"Samsung Galaxy S7 Edge","4RAM"
"iVOOMi i1S","3RAM"
"LYF F1S","3RAM"
"Adcom J2",
"Gionee P5W","1RAM"
"Karbonn K140",
"Yu Yureka 2","4RAM"
"iVOOMi i1","2RAM"
"Oppo F3","4RAM"
"Samsung Galaxy J4 32GB","3RAM"
"LYF Wind 7i","1RAM"
"Vivo V9 6GB RAM","6RAM"
"Xiaomi Redmi Note 3 (16GB)","2RAM"
"Honor 5X","2RAM"
